# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-10-30 13:58:34 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03479000 WATAUGA RIVER NEAR SUGAR GROVE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03479000
#            TS   parameter     Description
#        239343       00045     Precipitation, total, inches
#        242355       00065     Gage height, feet
#        313064       63160     Stream water level elevation above NAVD 1988, in feet
#         90260       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	239343_00045	239343_00045_cd	242355_00065	242355_00065_cd	313064_63160	313064_63160_cd	90260_00060	90260_00060_cd
USGS	03479000	2024-09-22 19:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 19:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 19:30	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 19:45	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 20:00	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 20:15	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 20:30	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 20:45	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 21:00	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 21:15	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 21:30	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 21:45	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 22:00	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 22:15	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 22:30	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 22:45	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 23:00	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 23:15	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 23:30	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-22 23:45	EDT	0.00	A	1.43	A	2609.11	A	37.9	A
USGS	03479000	2024-09-23 00:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 00:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 00:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 00:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 01:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 01:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 01:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 01:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 02:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 02:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 02:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 02:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 03:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 03:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 03:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 03:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 04:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 04:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 04:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 04:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 05:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 05:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 05:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 05:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 06:00	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 06:15	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 06:30	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 06:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 07:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 07:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 07:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 07:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 08:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 08:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 08:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 08:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 09:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 09:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 09:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 09:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 10:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 10:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 10:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 10:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 11:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 11:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 11:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 11:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 12:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 12:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 12:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 12:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 13:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 13:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 13:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 13:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 14:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 14:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 14:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 14:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 15:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 15:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 15:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 15:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 16:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 16:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 16:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 16:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 17:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 17:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 17:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 17:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 18:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 18:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 18:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 18:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 19:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 19:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 19:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 19:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 20:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 20:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 20:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 20:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 21:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 21:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 21:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 21:45	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 22:00	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 22:15	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 22:30	EDT	0.00	A	1.41	A	2609.09	A	35.6	A
USGS	03479000	2024-09-23 22:45	EDT	0.00	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 23:00	EDT	0.01	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 23:15	EDT	0.03	A	1.42	A	2609.10	A	36.7	A
USGS	03479000	2024-09-23 23:30	EDT	0.02	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-23 23:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-24 00:00	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-24 00:15	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-24 00:30	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-24 00:45	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-24 01:00	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-24 01:15	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-24 01:30	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-24 01:45	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-24 02:00	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 02:15	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 02:30	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 02:45	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 03:00	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 03:15	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 03:30	EDT	0.01	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 03:45	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 04:00	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-24 04:15	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-24 04:30	EDT	0.01	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-24 04:45	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-24 05:00	EDT	0.07	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-24 05:15	EDT	0.02	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-24 05:30	EDT	0.00	A	1.57	A	2609.25	A	57.0	A
USGS	03479000	2024-09-24 05:45	EDT	0.01	A	1.59	A	2609.27	A	60.1	A
USGS	03479000	2024-09-24 06:00	EDT	0.00	A	1.61	A	2609.29	A	63.3	A
USGS	03479000	2024-09-24 06:15	EDT	0.00	A	1.62	A	2609.30	A	64.9	A
USGS	03479000	2024-09-24 06:30	EDT	0.00	A	1.64	A	2609.32	A	68.3	A
USGS	03479000	2024-09-24 06:45	EDT	0.00	A	1.65	A	2609.33	A	70.0	A
USGS	03479000	2024-09-24 07:00	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 07:15	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 07:30	EDT	0.00	A	1.67	A	2609.35	A	73.6	A
USGS	03479000	2024-09-24 07:45	EDT	0.00	A	1.67	A	2609.35	A	73.6	A
USGS	03479000	2024-09-24 08:00	EDT	0.00	A	1.67	A	2609.35	A	73.6	A
USGS	03479000	2024-09-24 08:15	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 08:30	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 08:45	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 09:00	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 09:15	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 09:30	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 09:45	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 10:00	EDT	0.00	A	1.65	A	2609.33	A	70.0	A
USGS	03479000	2024-09-24 10:15	EDT	0.00	A	1.65	A	2609.33	A	70.0	A
USGS	03479000	2024-09-24 10:30	EDT	0.00	A	1.65	A	2609.33	A	70.0	A
USGS	03479000	2024-09-24 10:45	EDT	0.00	A	1.65	A	2609.33	A	70.0	A
USGS	03479000	2024-09-24 11:00	EDT	0.00	A	1.65	A	2609.33	A	70.0	A
USGS	03479000	2024-09-24 11:15	EDT	0.00	A	1.66	A	2609.34	A	71.8	A
USGS	03479000	2024-09-24 11:30	EDT	0.00	A	1.71	A	2609.39	A	81.0	A
USGS	03479000	2024-09-24 11:45	EDT	0.00	A	1.73	A	2609.41	A	84.8	A
USGS	03479000	2024-09-24 12:00	EDT	0.00	A	1.73	A	2609.41	A	84.8	A
USGS	03479000	2024-09-24 12:15	EDT	0.00	A	1.73	A	2609.41	A	84.8	A
USGS	03479000	2024-09-24 12:30	EDT	0.00	A	1.73	A	2609.41	A	84.8	A
USGS	03479000	2024-09-24 12:45	EDT	0.00	A	1.73	A	2609.41	A	84.8	A
USGS	03479000	2024-09-24 13:00	EDT	0.00	A	1.72	A	2609.40	A	82.9	A
USGS	03479000	2024-09-24 13:15	EDT	0.00	A	1.72	A	2609.40	A	82.9	A
USGS	03479000	2024-09-24 13:30	EDT	0.00	A	1.72	A	2609.40	A	82.9	A
USGS	03479000	2024-09-24 13:45	EDT	0.00	A	1.71	A	2609.39	A	81.0	A
USGS	03479000	2024-09-24 14:00	EDT	0.00	A	1.71	A	2609.39	A	81.0	A
USGS	03479000	2024-09-24 14:15	EDT	0.00	A	1.71	A	2609.39	A	81.0	A
USGS	03479000	2024-09-24 14:30	EDT	0.00	A	1.71	A	2609.39	A	81.0	A
USGS	03479000	2024-09-24 14:45	EDT	0.00	A	1.70	A	2609.38	A	79.1	A
USGS	03479000	2024-09-24 15:00	EDT	0.00	A	1.70	A	2609.38	A	79.1	A
USGS	03479000	2024-09-24 15:15	EDT	0.03	A	1.70	A	2609.38	A	79.1	A
USGS	03479000	2024-09-24 15:30	EDT	0.74	A	1.69	A	2609.37	A	77.2	A
USGS	03479000	2024-09-24 15:45	EDT	0.71	A	1.74	A	2609.42	A	86.8	A
USGS	03479000	2024-09-24 16:00	EDT	0.01	A	1.83	A	2609.51	A	106	A
USGS	03479000	2024-09-24 16:15	EDT	0.00	A	1.91	A	2609.59	A	125	A
USGS	03479000	2024-09-24 16:30	EDT	0.00	A	1.96	A	2609.64	A	137	A
USGS	03479000	2024-09-24 16:45	EDT	0.00	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-24 17:00	EDT	0.00	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-24 17:15	EDT	0.00	A	2.10	A	2609.78	A	175	A
USGS	03479000	2024-09-24 17:30	EDT	0.00	A	2.30	A	2609.98	A	240	A
USGS	03479000	2024-09-24 17:45	EDT	0.01	A	2.67	A	2610.35	A	394	A
USGS	03479000	2024-09-24 18:00	EDT	0.00	A	2.99	A	2610.67	A	556	A
USGS	03479000	2024-09-24 18:15	EDT	0.00	A	3.11	A	2610.79	A	616	A
USGS	03479000	2024-09-24 18:30	EDT	0.00	A	3.07	A	2610.75	A	596	A
USGS	03479000	2024-09-24 18:45	EDT	0.00	A	3.04	A	2610.72	A	581	A
USGS	03479000	2024-09-24 19:00	EDT	0.00	A	3.06	A	2610.74	A	591	A
USGS	03479000	2024-09-24 19:15	EDT	0.00	A	3.05	A	2610.73	A	586	A
USGS	03479000	2024-09-24 19:30	EDT	0.00	A	3.03	A	2610.71	A	576	A
USGS	03479000	2024-09-24 19:45	EDT	0.00	A	3.05	A	2610.73	A	586	A
USGS	03479000	2024-09-24 20:00	EDT	0.00	A	3.08	A	2610.76	A	601	A
USGS	03479000	2024-09-24 20:15	EDT	0.00	A	3.08	A	2610.76	A	601	A
USGS	03479000	2024-09-24 20:30	EDT	0.00	A	3.03	A	2610.71	A	576	A
USGS	03479000	2024-09-24 20:45	EDT	0.00	A	2.96	A	2610.64	A	541	A
USGS	03479000	2024-09-24 21:00	EDT	0.00	A	2.89	A	2610.57	A	508	A
USGS	03479000	2024-09-24 21:15	EDT	0.00	A	2.82	A	2610.50	A	470	A
USGS	03479000	2024-09-24 21:30	EDT	0.00	A	2.76	A	2610.44	A	439	A
USGS	03479000	2024-09-24 21:45	EDT	0.00	A	2.70	A	2610.38	A	409	A
USGS	03479000	2024-09-24 22:00	EDT	0.00	A	2.65	A	2610.33	A	385	A
USGS	03479000	2024-09-24 22:15	EDT	0.00	A	2.60	A	2610.28	A	362	A
USGS	03479000	2024-09-24 22:30	EDT	0.00	A	2.56	A	2610.24	A	344	A
USGS	03479000	2024-09-24 22:45	EDT	0.00	A	2.52	A	2610.20	A	326	A
USGS	03479000	2024-09-24 23:00	EDT	0.00	A	2.49	A	2610.17	A	314	A
USGS	03479000	2024-09-24 23:15	EDT	0.00	A	2.46	A	2610.14	A	301	A
USGS	03479000	2024-09-24 23:30	EDT	0.00	A	2.44	A	2610.12	A	293	A
USGS	03479000	2024-09-24 23:45	EDT	0.00	A	2.42	A	2610.10	A	285	A
USGS	03479000	2024-09-25 00:00	EDT	0.00	A	2.40	A	2610.08	A	277	A
USGS	03479000	2024-09-25 00:15	EDT	0.00	A	2.37	A	2610.05	A	266	A
USGS	03479000	2024-09-25 00:30	EDT	0.00	A	2.35	A	2610.03	A	259	A
USGS	03479000	2024-09-25 00:45	EDT	0.00	A	2.33	A	2610.01	A	251	A
USGS	03479000	2024-09-25 01:00	EDT	0.00	A	2.31	A	2609.99	A	244	A
USGS	03479000	2024-09-25 01:15	EDT	0.00	A	2.29	A	2609.97	A	237	A
USGS	03479000	2024-09-25 01:30	EDT	0.00	A	2.28	A	2609.96	A	233	A
USGS	03479000	2024-09-25 01:45	EDT	0.00	A	2.26	A	2609.94	A	226	A
USGS	03479000	2024-09-25 02:00	EDT	0.00	A	2.25	A	2609.93	A	223	A
USGS	03479000	2024-09-25 02:15	EDT	0.00	A	2.23	A	2609.91	A	216	A
USGS	03479000	2024-09-25 02:30	EDT	0.00	A	2.22	A	2609.90	A	213	A
USGS	03479000	2024-09-25 02:45	EDT	0.01	A	2.20	A	2609.88	A	206	A
USGS	03479000	2024-09-25 03:00	EDT	0.00	A	2.19	A	2609.87	A	203	A
USGS	03479000	2024-09-25 03:15	EDT	0.00	A	2.18	A	2609.86	A	200	A
USGS	03479000	2024-09-25 03:30	EDT	0.00	A	2.17	A	2609.85	A	197	A
USGS	03479000	2024-09-25 03:45	EDT	0.00	A	2.16	A	2609.84	A	194	A
USGS	03479000	2024-09-25 04:00	EDT	0.00	A	2.15	A	2609.83	A	191	A
USGS	03479000	2024-09-25 04:15	EDT	0.00	A	2.14	A	2609.82	A	187	A
USGS	03479000	2024-09-25 04:30	EDT	0.00	A	2.12	A	2609.80	A	181	A
USGS	03479000	2024-09-25 04:45	EDT	0.00	A	2.11	A	2609.79	A	178	A
USGS	03479000	2024-09-25 05:00	EDT	0.00	A	2.11	A	2609.79	A	178	A
USGS	03479000	2024-09-25 05:15	EDT	0.00	A	2.09	A	2609.77	A	173	A
USGS	03479000	2024-09-25 05:30	EDT	0.00	A	2.08	A	2609.76	A	170	A
USGS	03479000	2024-09-25 05:45	EDT	0.00	A	2.07	A	2609.75	A	167	A
USGS	03479000	2024-09-25 06:00	EDT	0.00	A	2.06	A	2609.74	A	164	A
USGS	03479000	2024-09-25 06:15	EDT	0.00	A	2.06	A	2609.74	A	164	A
USGS	03479000	2024-09-25 06:30	EDT	0.00	A	2.04	A	2609.72	A	158	A
USGS	03479000	2024-09-25 06:45	EDT	0.00	A	2.04	A	2609.72	A	158	A
USGS	03479000	2024-09-25 07:00	EDT	0.00	A	2.03	A	2609.71	A	156	A
USGS	03479000	2024-09-25 07:15	EDT	0.00	A	2.02	A	2609.70	A	153	A
USGS	03479000	2024-09-25 07:30	EDT	0.00	A	2.02	A	2609.70	A	153	A
USGS	03479000	2024-09-25 07:45	EDT	0.00	A	2.01	A	2609.69	A	150	A
USGS	03479000	2024-09-25 08:00	EDT	0.00	A	2.00	A	2609.68	A	147	A
USGS	03479000	2024-09-25 08:15	EDT	0.00	A	1.99	A	2609.67	A	145	A
USGS	03479000	2024-09-25 08:30	EDT	0.00	A	1.99	A	2609.67	A	145	A
USGS	03479000	2024-09-25 08:45	EDT	0.00	A	1.98	A	2609.66	A	142	A
USGS	03479000	2024-09-25 09:00	EDT	0.00	A	1.98	A	2609.66	A	142	A
USGS	03479000	2024-09-25 09:15	EDT	0.00	A	1.97	A	2609.65	A	140	A
USGS	03479000	2024-09-25 09:30	EDT	0.00	A	1.96	A	2609.64	A	137	A
USGS	03479000	2024-09-25 09:45	EDT	0.00	A	1.96	A	2609.64	A	137	A
USGS	03479000	2024-09-25 10:00	EDT	0.00	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-25 10:15	EDT	0.00	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-25 10:30	EDT	0.00	A	1.94	A	2609.62	A	132	A
USGS	03479000	2024-09-25 10:45	EDT	0.00	A	1.94	A	2609.62	A	132	A
USGS	03479000	2024-09-25 11:00	EDT	0.00	A	1.93	A	2609.61	A	130	A
USGS	03479000	2024-09-25 11:15	EDT	0.00	A	1.92	A	2609.60	A	127	A
USGS	03479000	2024-09-25 11:30	EDT	0.00	A	1.92	A	2609.60	A	127	A
USGS	03479000	2024-09-25 11:45	EDT	0.00	A	1.92	A	2609.60	A	127	A
USGS	03479000	2024-09-25 12:00	EDT	0.00	A	1.91	A	2609.59	A	125	A
USGS	03479000	2024-09-25 12:15	EDT	0.00	A	1.91	A	2609.59	A	125	A
USGS	03479000	2024-09-25 12:30	EDT	0.00	A	1.91	A	2609.59	A	125	A
USGS	03479000	2024-09-25 12:45	EDT	0.00	A	1.90	A	2609.58	A	122	A
USGS	03479000	2024-09-25 13:00	EDT	0.00	A	1.90	A	2609.58	A	122	A
USGS	03479000	2024-09-25 13:15	EDT	0.00	A	1.90	A	2609.58	A	122	A
USGS	03479000	2024-09-25 13:30	EDT	0.00	A	1.89	A	2609.57	A	120	A
USGS	03479000	2024-09-25 13:45	EDT	0.00	A	1.89	A	2609.57	A	120	A
USGS	03479000	2024-09-25 14:00	EDT	0.00	A	1.88	A	2609.56	A	117	A
USGS	03479000	2024-09-25 14:15	EDT	0.00	A	1.88	A	2609.56	A	117	A
USGS	03479000	2024-09-25 14:30	EDT	0.02	A	1.88	A	2609.56	A	117	A
USGS	03479000	2024-09-25 14:45	EDT	0.09	A	1.88	A	2609.56	A	117	A
USGS	03479000	2024-09-25 15:00	EDT	0.03	A	1.88	A	2609.56	A	117	A
USGS	03479000	2024-09-25 15:15	EDT	0.01	A	1.90	A	2609.58	A	122	A
USGS	03479000	2024-09-25 15:30	EDT	0.00	A	1.91	A	2609.59	A	125	A
USGS	03479000	2024-09-25 15:45	EDT	0.00	A	1.93	A	2609.61	A	130	A
USGS	03479000	2024-09-25 16:00	EDT	0.00	A	1.94	A	2609.62	A	132	A
USGS	03479000	2024-09-25 16:15	EDT	0.00	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-25 16:30	EDT	0.03	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-25 16:45	EDT	0.10	A	1.95	A	2609.63	A	135	A
USGS	03479000	2024-09-25 17:00	EDT	0.07	A	1.97	A	2609.65	A	140	A
USGS	03479000	2024-09-25 17:15	EDT	0.14	A	1.99	A	2609.67	A	145	A
USGS	03479000	2024-09-25 17:30	EDT	0.01	A	2.01	A	2609.69	A	150	A
USGS	03479000	2024-09-25 17:45	EDT	0.01	A	2.03	A	2609.71	A	156	A
