# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-10-30 12:55:20 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03451500 FRENCH BROAD RIVER AT ASHEVILLE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03451500
#            TS   parameter     Description
#        249448       00400     pH, water, unfiltered, field, standard units
#        249452       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#        249456       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        308772       63160     Stream water level elevation above NAVD 1988, in feet
#        350941       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), FINAL
#         90197       00010     Temperature, water, degrees Celsius
#         90198       00060     Discharge, cubic feet per second
#         90199       00065     Gage height, feet
#         90202       00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     >  Actual value is known to be greater than reported value.
# 
agency_cd	site_no	datetime	tz_cd	249448_00400	249448_00400_cd	249452_00300	249452_00300_cd	249456_00095	249456_00095_cd	308772_63160	308772_63160_cd	350941_63680	350941_63680_cd	90197_00010	90197_00010_cd	90198_00060	90198_00060_cd	90199_00065	90199_00065_cd	90202_00045	90202_00045_cd
USGS	03451500	2024-09-21 17:00	EDT	7.6	A	8.7	A	54	A	1951.38	A	9.5	P	22.7	A	869	A	1.45	A	0.00	A
USGS	03451500	2024-09-21 17:15	EDT	7.6	A	8.7	A	54	A	1951.38	A	9.0	P	22.8	A	869	A	1.45	A	0.00	A
USGS	03451500	2024-09-21 17:30	EDT	7.6	A	8.7	A	54	A	1951.38	A	9.5	P	22.8	A	869	A	1.45	A	0.00	A
USGS	03451500	2024-09-21 17:45	EDT	7.6	A	8.7	A	54	A	1951.37	A	9.0	P	22.8	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 18:00	EDT	7.6	A	8.6	A	54	A	1951.37	A	9.2	P	22.8	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 18:15	EDT	7.6	A	8.6	A	54	A	1951.37	A	9.0	P	22.7	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 18:30	EDT	7.5	A	8.6	A	55	A	1951.37	A	9.8	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 18:45	EDT	7.5	A	8.5	A	55	A	1951.37	A	9.0	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 19:00	EDT	7.5	A	8.5	A	55	A	1951.37	A	8.7	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 19:15	EDT	7.5	A	8.4	A	55	A	1951.37	A	8.4	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 19:30	EDT	7.5	A	8.4	A	54	A	1951.37	A	8.9	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 19:45	EDT	7.5	A	8.3	A	54	A	1951.37	A	8.8	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 20:00	EDT	7.4	A	8.3	A	55	A	1951.37	A	8.9	P	22.6	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 20:15	EDT	7.4	A	8.3	A	55	A	1951.37	A	9.3	P	22.5	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 20:30	EDT	7.4	A	8.2	A	55	A	1951.37	A	9.1	P	22.5	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-21 20:45	EDT	7.4	A	8.2	A	55	A	1951.36	A	9.7	P	22.5	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 21:00	EDT	7.4	A	8.2	A	55	A	1951.36	A	8.9	P	22.5	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 21:15	EDT	7.4	A	8.2	A	55	A	1951.36	A	10.1	P	22.5	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 21:30	EDT	7.4	A	8.1	A	55	A	1951.36	A	10.2	P	22.5	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 21:45	EDT	7.4	A	8.1	A	55	A	1951.36	A	9.3	P	22.5	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 22:00	EDT	7.4	A	8.1	A	55	A	1951.36	A	9.4	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 22:15	EDT	7.4	A	8.0	A	55	A	1951.36	A	10.0	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 22:30	EDT	7.3	A	8.0	A	55	A	1951.36	A	9.8	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 22:45	EDT	7.3	A	8.0	A	55	A	1951.36	A	9.4	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 23:00	EDT	7.3	A	8.0	A	55	A	1951.36	A	9.3	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-21 23:15	EDT	7.3	A	8.0	A	55	A	1951.35	A	9.5	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-21 23:30	EDT	7.3	A	7.9	A	55	A	1951.35	A	9.1	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-21 23:45	EDT	7.3	A	7.9	A	55	A	1951.35	A	8.8	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-22 00:00	EDT	7.3	A	7.9	A	55	A	1951.35	A	9.2	P	22.3	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-22 00:15	EDT	7.3	A	7.9	A	55	A	1951.35	A	9.4	P	22.3	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-22 00:30	EDT	7.3	A	7.8	A	55	A	1951.35	A	8.8	P	22.3	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-22 00:45	EDT	7.3	A	7.8	A	55	A	1951.35	A	8.8	P	22.2	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-22 01:00	EDT	7.3	A	7.8	A	55	A	1951.35	A	8.6	P	22.2	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-22 01:15	EDT	7.3	A	7.8	A	56	A	1951.34	A	8.8	P	22.2	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 01:30	EDT	7.3	A	7.8	A	56	A	1951.34	A	8.9	P	22.2	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 01:45	EDT	7.2	A	7.8	A	56	A	1951.34	A	8.1	P	22.2	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 02:00	EDT	7.2	A	7.7	A	56	A	1951.34	A	8.4	P	22.1	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 02:15	EDT	7.2	A	7.7	A	56	A	1951.34	A	9.3	P	22.1	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 02:30	EDT	7.2	A	7.7	A	56	A	1951.34	A	9.1	P	22.1	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 02:45	EDT	7.2	A	7.7	A	56	A	1951.34	A	9.3	P	22.1	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 03:00	EDT	7.2	A	7.7	A	56	A	1951.34	A			22.1	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 03:15	EDT	7.2	A	7.6	A	56	A	1951.34	A	8.7	P	22.1	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-22 03:30	EDT	7.2	A	7.6	A	56	A	1951.33	A	9.7	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 03:45	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.6	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 04:00	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.5	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 04:15	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.4	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 04:30	EDT	7.2	A	7.6	A	57	A	1951.33	A	8.5	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 04:45	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.2	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 05:00	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.8	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 05:15	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.3	P	22.0	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 05:30	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.6	P	21.9	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 05:45	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.9	P	21.9	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 06:00	EDT	7.2	A	7.6	A	56	A	1951.33	A	9.7	P	21.9	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 06:15	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.6	P	21.8	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 06:30	EDT	7.2	A	7.6	A	56	A	1951.33	A	8.8	P	21.8	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 06:45	EDT	7.2	A	7.5	A	56	A	1951.33	A	9.1	P	21.8	A	813	A	1.40	A	0.00	A
USGS	03451500	2024-09-22 07:00	EDT	7.2	A	7.6	A	56	A	1951.32	A	8.9	P	21.8	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 07:15	EDT	7.2	A	7.5	A	56	A	1951.32	A	8.6	P	21.7	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 07:30	EDT	7.2	A	7.6	A	56	A	1951.32	A	8.7	P	21.7	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 07:45	EDT	7.2	A	7.6	A	56	A	1951.32	A	9.1	P	21.6	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 08:00	EDT	7.2	A	7.6	A	56	A	1951.32	A	8.4	P	21.6	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 08:15	EDT	7.2	A	7.6	A	56	A	1951.32	A	8.0	P	21.5	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 08:30	EDT	7.2	A	7.6	A	56	A	1951.32	A	8.0	P	21.5	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 08:45	EDT	7.2	A	7.6	A	56	A	1951.32	A	8.0	P	21.4	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 09:00	EDT	7.2	A	7.6	A	56	A	1951.32	A	7.7	P	21.4	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 09:15	EDT	7.2	A	7.7	A	56	A	1951.32	A	7.8	P	21.4	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 09:30	EDT	7.2	A	7.7	A	56	A	1951.32	A	7.6	P	21.3	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 09:45	EDT	7.2	A	7.7	A	56	A	1951.32	A	7.6	P	21.3	A	802	A	1.39	A	0.00	A
USGS	03451500	2024-09-22 10:00	EDT	7.2	A	7.7	A	56	A	1951.31	A	7.6	P	21.3	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 10:15	EDT	7.2	A	7.8	A	56	A	1951.31	A	7.4	P	21.2	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 10:30	EDT	7.2	A	7.8	A	56	A	1951.31	A	7.5	P	21.2	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 10:45	EDT	7.2	A	7.8	A	56	A	1951.31	A	7.3	P	21.2	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 11:00	EDT	7.2	A	7.9	A	56	A	1951.31	A	7.3	P	21.3	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 11:15	EDT	7.2	A	8.0	A	56	A	1951.31	A	7.0	P	21.3	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 11:30	EDT	7.3	A	8.0	A	56	A	1951.31	A	7.1	P	21.4	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 11:45	EDT	7.3	A	8.1	A	56	A	1951.31	A	7.1	P	21.4	A	791	A	1.38	A	0.00	A
USGS	03451500	2024-09-22 12:00	EDT	7.3	A	8.1	A	56	A	1951.30	A	7.1	P	21.5	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 12:15	EDT	7.3	A	8.2	A	56	A	1951.30	A	6.7	P	21.6	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 12:30	EDT	7.4	A	8.2	A	56	A	1951.30	A	7.6	P	21.7	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 12:45	EDT	7.4	A	8.3	A	56	A	1951.30	A	7.1	P	21.8	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 13:00	EDT	7.4	A	8.3	A	56	A	1951.30	A	7.1	P	21.9	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 13:15	EDT	7.4	A	8.4	A	56	A	1951.30	A	7.1	P	22.1	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 13:30	EDT	7.4	A	8.4	A	56	A	1951.30	A	7.4	P	22.2	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 13:45	EDT	7.5	A	8.5	A	56	A	1951.30	A	6.8	P	22.3	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 14:00	EDT	7.5	A	8.5	A	56	A	1951.30	A	6.8	P	22.5	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 14:15	EDT	7.5	A	8.6	A	56	A	1951.30	A	6.6	P	22.6	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 14:30	EDT	7.5	A	8.6	A	56	A	1951.30	A	6.4	P	22.7	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 14:45	EDT	7.6	A	8.6	A	56	A	1951.30	A	6.6	P	22.9	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 15:00	EDT	7.6	A	8.7	A	56	A	1951.30	A	6.4	P	23.0	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 15:15	EDT	7.6	A	8.7	A	56	A	1951.30	A	6.1	P	23.1	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 15:30	EDT	7.6	A	8.7	A	56	A	1951.30	A	6.6	P	23.2	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 15:45	EDT	7.7	A	8.7	A	56	A	1951.29	A	6.3	P	23.3	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 16:00	EDT	7.7	A	8.8	A	56	A	1951.29	A	6.8	P	23.4	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 16:15	EDT	7.7	A	8.8	A	56	A	1951.29	A	6.2	P	23.5	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 16:30	EDT	7.7	A	8.8	A	56	A	1951.29	A	6.3	P	23.6	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 16:45	EDT	7.8	A	8.8	A	56	A	1951.30	A	6.3	P	23.7	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 17:00	EDT	7.8	A	8.8	A	56	A	1951.30	A	5.9	P	23.7	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 17:15	EDT	7.8	A	8.8	A	56	A	1951.30	A	6.0	P	23.8	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 17:30	EDT	7.8	A	8.8	A	56	A	1951.30	A	5.8	P	23.8	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 17:45	EDT	7.8	A	8.8	A	56	A	1951.30	A	6.0	P	23.8	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 18:00	EDT	7.8	A	8.7	A	56	A	1951.30	A	5.7	P	23.7	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 18:15	EDT	7.7	A	8.6	A	57	A	1951.29	A	5.9	P	23.6	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 18:30	EDT	7.7	A	8.6	A	57	A	1951.30	A	5.9	P	23.6	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 18:45	EDT	7.7	A	8.6	A	57	A	1951.29	A	5.9	P	23.5	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 19:00	EDT	7.7	A	8.5	A	57	A	1951.30	A	5.8	P	23.5	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-22 19:15	EDT	7.6	A	8.4	A	57	A	1951.29	A	6.2	P	23.5	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 19:30	EDT	7.6	A	8.4	A	57	A	1951.29	A	5.8	P	23.4	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 19:45	EDT	7.6	A	8.3	A	57	A	1951.29	A	6.0	P	23.4	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 20:00	EDT	7.6	A	8.3	A	56	A	1951.29	A	5.9	P	23.3	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 20:15	EDT	7.5	A	8.2	A	56	A	1951.29	A	6.2	P	23.3	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 20:30	EDT	7.5	A	8.2	A	56	A	1951.29	A	6.0	P	23.2	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 20:45	EDT	7.5	A	8.2	A	56	A	1951.29	A	6.5	P	23.2	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 21:00	EDT	7.5	A	8.1	A	56	A	1951.29	A	6.5	P	23.2	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 21:15	EDT	7.5	A	8.1	A	56	A	1951.29	A	7.1	P	23.2	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 21:30	EDT	7.4	A	8.1	A	56	A	1951.29	A	6.8	P	23.1	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 21:45	EDT	7.4	A	8.1	A	56	A	1951.29	A	6.7	P	23.1	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 22:00	EDT	7.4	A	8.0	A	56	A	1951.29	A	6.5	P	23.1	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 22:15	EDT	7.4	A	8.0	A	56	A	1951.29	A	7.5	P	23.1	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 22:30	EDT	7.4	A	8.0	A	56	A	1951.29	A	6.8	P	23.1	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 22:45	EDT	7.4	A	8.0	A	56	A	1951.29	A	6.6	P	23.0	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 23:00	EDT	7.4	A	7.9	A	56	A	1951.29	A	6.7	P	23.0	A	770	A	1.36	A	0.00	A
USGS	03451500	2024-09-22 23:15	EDT	7.4	A	7.9	A	56	A	1951.28	A	6.6	P	23.0	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-22 23:30	EDT	7.4	A	7.9	A	56	A	1951.28	A	6.9	P	23.0	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-22 23:45	EDT	7.4	A	7.8	A	56	A	1951.28	A	6.8	P	22.9	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 00:00	EDT	7.3	A	7.8	A	56	A	1951.28	A	6.8	P	22.9	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 00:15	EDT	7.3	A	7.8	A	56	A	1951.28	A	6.6	P	22.9	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 00:30	EDT	7.3	A	7.8	A	56	A	1951.28	A	7.1	P	22.8	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 00:45	EDT	7.3	A	7.8	A	56	A	1951.28	A	6.5	P	22.8	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 01:00	EDT	7.3	A	7.7	A	56	A	1951.28	A	7.3	P	22.8	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 01:15	EDT	7.3	A	7.7	A	56	A	1951.28	A	6.8	P	22.8	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 01:30	EDT	7.3	A	7.7	A	56	A	1951.28	A	6.8	P	22.8	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 01:45	EDT	7.3	A	7.7	A	56	A	1951.28	A	6.9	P	22.8	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 02:00	EDT	7.3	A	7.7	A	57	A	1951.28	A	7.0	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 02:15	EDT	7.3	A	7.6	A	57	A	1951.28	A	6.8	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 02:30	EDT	7.3	A	7.6	A	57	A	1951.28	A	6.5	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 02:45	EDT	7.3	A	7.6	A	57	A	1951.28	A	6.8	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 03:00	EDT	7.3	A	7.6	A	57	A	1951.28	A	7.1	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 03:15	EDT	7.3	A	7.6	A	57	A	1951.28	A	6.5	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 03:30	EDT	7.3	A	7.6	A	57	A	1951.28	A	6.9	P	22.7	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 03:45	EDT	7.2	A	7.5	A	57	A	1951.28	A	7.1	P	22.6	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 04:00	EDT	7.2	A	7.5	A	57	A	1951.28	A			22.6	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 04:15	EDT	7.2	A	7.5	A	57	A	1951.28	A	7.1	P	22.6	A	759	A	1.35	A	0.00	A
USGS	03451500	2024-09-23 04:30	EDT	7.2	A	7.5	A	57	A	1951.27	A	7.1	P	22.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 04:45	EDT	7.2	A	7.5	A	57	A	1951.27	A	7.4	P	22.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 05:00	EDT	7.2	A	7.5	A	57	A	1951.27	A	7.6	P	22.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 05:15	EDT	7.2	A	7.4	A	57	A	1951.27	A	7.0	P	22.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 05:30	EDT	7.2	A	7.4	A	57	A	1951.27	A	6.8	P	22.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 05:45	EDT	7.2	A	7.4	A	57	A	1951.27	A	7.0	P	22.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 06:00	EDT	7.2	A	7.4	A	58	A	1951.27	A	7.2	P	22.5	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 06:15	EDT	7.2	A	7.4	A	58	A	1951.27	A	7.5	P	22.5	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 06:30	EDT	7.2	A	7.4	A	58	A	1951.27	A	7.6	P	22.5	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 06:45	EDT	7.2	A	7.4	A	58	A	1951.27	A	7.4	P	22.5	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 07:00	EDT	7.2	A	7.4	A	58	A	1951.26	A	7.0	P	22.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 07:15	EDT	7.2	A	7.4	A	58	A	1951.26	A	7.5	P	22.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 07:30	EDT	7.2	A	7.4	A	59	A	1951.26	A	7.9	P	22.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 07:45	EDT	7.2	A	7.4	A	59	A	1951.26	A	7.3	P	22.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 08:00	EDT	7.2	A	7.4	A	59	A	1951.26	A	7.0	P	22.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 08:15	EDT	7.2	A	7.4	A	59	A	1951.26	A	6.8	P	22.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 08:30	EDT	7.2	A	7.4	A	59	A	1951.26	A	7.0	P	22.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 08:45	EDT	7.2	A	7.4	A	59	A	1951.26	A	6.4	P	22.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 09:00	EDT	7.2	A	7.5	A	59	A	1951.26	A	6.6	P	22.2	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 09:15	EDT	7.2	A	7.5	A	59	A	1951.26	A	6.5	P	22.2	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 09:30	EDT	7.2	A	7.6	A	59	A	1951.26	A	6.8	P	22.2	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 09:45	EDT	7.2	A	7.6	A	59	A	1951.26	A	6.6	P	22.2	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 10:00	EDT	7.2	A	7.6	A	60	A	1951.26	A	6.6	P	22.1	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 10:15	EDT	7.2	A	7.7	A	60	A	1951.26	A	6.2	P	22.1	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 10:30	EDT	7.2	A	7.7	A	60	A	1951.26	A	6.3	P	22.1	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 10:45	EDT	7.3	A	7.8	A	60	A	1951.26	A	6.3	P	22.1	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 11:00	EDT	7.3	A	7.8	A	60	A	1951.26	A	6.0	P	22.1	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 11:15	EDT	7.3	A	7.9	A	60	A	1951.26	A	6.2	P	22.2	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 11:30	EDT	7.3	A	7.9	A	60	A	1951.26	A	6.0	P	22.2	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 11:45	EDT	7.3	A	8.0	A	59	A	1951.26	A	6.2	P	22.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 12:00	EDT	7.4	A	8.1	A	59	A	1951.26	A	6.1	P	22.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 12:15	EDT	7.4	A	8.1	A	59	A	1951.26	A	5.8	P	22.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 12:30	EDT	7.4	A	8.2	A	59	A	1951.26	A	5.6	P	22.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 12:45	EDT	7.4	A	8.3	A	59	A	1951.26	A	5.8	P	22.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 13:00	EDT	7.4	A	8.3	A	59	A	1951.26	A	5.7	P	22.7	A	738	A	1.33	A	0.00	A
